second,Volt
-6.674800E-03,-142.713571072E+00
-6.666400E-03,-142.713571072E+00
-6.658000E-03,-142.713571072E+00
-6.649600E-03,-142.713571072E+00
-6.641200E-03,-142.713571072E+00
-6.632800E-03,-142.713571072E+00
-6.624400E-03,-142.713571072E+00
-6.616000E-03,-142.713571072E+00
-6.607600E-03,-142.713571072E+00
-6.599200E-03,-142.713571072E+00
-6.590800E-03,-142.713571072E+00
-6.582400E-03,-142.713571072E+00
-6.574000E-03,-142.713571072E+00
-6.565600E-03,-143.467339933E+00
-6.557200E-03,-143.467339933E+00
-6.548800E-03,-142.713571072E+00
-6.540400E-03,-143.467339933E+00
-6.532000E-03,-143.467339933E+00
-6.523600E-03,-143.467339933E+00
-6.515200E-03,-143.844224364E+00
-6.506800E-03,-143.844224364E+00
-6.498400E-03,-143.844224364E+00
-6.490000E-03,-143.844224364E+00
-6.481600E-03,-144.723621368E+00
-6.473200E-03,-144.723621368E+00
-6.464800E-03,-144.723621368E+00
-6.456400E-03,-144.723621368E+00
-6.448000E-03,-144.723621368E+00
-6.439600E-03,-144.723621368E+00
-6.431200E-03,-144.723621368E+00
-6.422800E-03,-144.723621368E+00
-6.414400E-03,-144.723621368E+00
-6.406000E-03,-144.723621368E+00
-6.397600E-03,-144.723621368E+00
-6.389200E-03,-144.723621368E+00
-6.380800E-03,-144.723621368E+00
-6.372400E-03,-144.723621368E+00
-6.364000E-03,-144.723621368E+00
-6.355600E-03,-144.723621368E+00
-6.347200E-03,-144.723621368E+00
-6.338800E-03,-144.723621368E+00
-6.330400E-03,-144.723621368E+00
-6.322000E-03,-144.723621368E+00
-6.313600E-03,-144.723621368E+00
-6.305200E-03,-144.723621368E+00
-6.296800E-03,-145.477390230E+00
-6.288400E-03,-144.723621368E+00
-6.280000E-03,-145.477390230E+00
-6.271600E-03,-144.723621368E+00
-6.263200E-03,-144.723621368E+00
-6.254800E-03,-145.477390230E+00
-6.246400E-03,-146.733671665E+00
-6.238000E-03,-145.854274660E+00
-6.229600E-03,-145.477390230E+00
-6.221200E-03,-146.733671665E+00
-6.212800E-03,-146.733671665E+00
-6.204400E-03,-145.854274660E+00
-6.196000E-03,-145.477390230E+00
-6.187600E-03,-145.477390230E+00
-6.179200E-03,-145.854274660E+00
-6.170800E-03,-145.854274660E+00
-6.162400E-03,-145.477390230E+00
-6.154000E-03,-146.733671665E+00
-6.145600E-03,-145.477390230E+00
-6.137200E-03,-146.733671665E+00
-6.128800E-03,-146.733671665E+00
-6.120400E-03,-146.733671665E+00
-6.112000E-03,-146.733671665E+00
-6.103600E-03,-146.733671665E+00
-6.095200E-03,-146.733671665E+00
-6.086800E-03,-146.733671665E+00
-6.078400E-03,-146.733671665E+00
-6.070000E-03,-145.854274660E+00
-6.061600E-03,-146.733671665E+00
-6.053200E-03,-146.733671665E+00
-6.044800E-03,-146.733671665E+00
-6.036400E-03,-146.733671665E+00
-6.028000E-03,-146.733671665E+00
-6.019600E-03,-145.477390230E+00
-6.011200E-03,-146.733671665E+00
-6.002800E-03,-146.733671665E+00
-5.994400E-03,-146.733671665E+00
-5.986000E-03,-146.733671665E+00
-5.977600E-03,-146.733671665E+00
-5.969200E-03,-146.733671665E+00
-5.960800E-03,-146.733671665E+00
-5.952400E-03,-146.733671665E+00
-5.944000E-03,-146.733671665E+00
-5.935600E-03,-146.733671665E+00
-5.927200E-03,-146.733671665E+00
-5.918800E-03,-146.733671665E+00
-5.910400E-03,-146.733671665E+00
-5.902000E-03,-146.733671665E+00
-5.893600E-03,-146.733671665E+00
-5.885200E-03,-146.733671665E+00
-5.876800E-03,-146.733671665E+00
-5.868400E-03,-145.854274660E+00
-5.860000E-03,-146.733671665E+00
-5.851600E-03,-145.854274660E+00
-5.843200E-03,-146.733671665E+00
-5.834800E-03,-146.733671665E+00
-5.826400E-03,-146.733671665E+00
-5.818000E-03,-146.733671665E+00
-5.809600E-03,-146.733671665E+00
-5.801200E-03,-146.733671665E+00
-5.792800E-03,-146.733671665E+00
-5.784400E-03,-146.733671665E+00
-5.776000E-03,-146.733671665E+00
-5.767600E-03,-146.733671665E+00
-5.759200E-03,-146.733671665E+00
-5.750800E-03,-146.733671665E+00
-5.742400E-03,-145.477390230E+00
-5.734000E-03,-146.733671665E+00
-5.725600E-03,-146.733671665E+00
-5.717200E-03,-146.733671665E+00
-5.708800E-03,-145.854274660E+00
-5.700400E-03,-145.854274660E+00
-5.692000E-03,-146.733671665E+00
-5.683600E-03,-146.733671665E+00
-5.675200E-03,-146.733671665E+00
-5.666800E-03,-146.733671665E+00
-5.658400E-03,-146.733671665E+00
-5.650000E-03,-146.733671665E+00
-5.641600E-03,-146.733671665E+00
-5.633200E-03,-146.733671665E+00
-5.624800E-03,-146.733671665E+00
-5.616400E-03,-146.733671665E+00
-5.608000E-03,-145.854274660E+00
-5.599600E-03,-146.733671665E+00
-5.591200E-03,-146.733671665E+00
-5.582800E-03,-146.733671665E+00
-5.574400E-03,-145.477390230E+00
-5.566000E-03,-145.477390230E+00
-5.557600E-03,-144.723621368E+00
-5.549200E-03,-145.477390230E+00
-5.540800E-03,-144.723621368E+00
-5.532400E-03,-145.477390230E+00
-5.524000E-03,-146.733671665E+00
-5.515600E-03,-144.723621368E+00
-5.507200E-03,-144.723621368E+00
-5.498800E-03,-144.723621368E+00
-5.490400E-03,-144.723621368E+00
-5.482000E-03,-144.723621368E+00
-5.473600E-03,-145.477390230E+00
-5.465200E-03,-144.723621368E+00
-5.456800E-03,-144.723621368E+00
-5.448400E-03,-144.723621368E+00
-5.440000E-03,-144.723621368E+00
-5.431600E-03,-144.723621368E+00
-5.423200E-03,-144.723621368E+00
-5.414800E-03,-144.723621368E+00
-5.406400E-03,-144.723621368E+00
-5.398000E-03,-144.723621368E+00
-5.389600E-03,-144.723621368E+00
-5.381200E-03,-144.723621368E+00
-5.372800E-03,-144.723621368E+00
-5.364400E-03,-143.844224364E+00
-5.356000E-03,-144.723621368E+00
-5.347600E-03,-142.713571072E+00
-5.339200E-03,-144.723621368E+00
-5.330800E-03,-143.467339933E+00
-5.322400E-03,-143.844224364E+00
-5.314000E-03,-143.467339933E+00
-5.305600E-03,-143.844224364E+00
-5.297200E-03,-142.713571072E+00
-5.288800E-03,-142.713571072E+00
-5.280400E-03,-142.713571072E+00
-5.272000E-03,-142.713571072E+00
-5.263600E-03,-142.713571072E+00
-5.255200E-03,-141.834174067E+00
-5.246800E-03,-142.713571072E+00
-5.238400E-03,-141.834174067E+00
-5.230000E-03,-140.703520775E+00
-5.221600E-03,-141.834174067E+00
-5.213200E-03,-140.703520775E+00
-5.204800E-03,-139.824123770E+00
-5.196400E-03,-140.703520775E+00
-5.188000E-03,-139.447239339E+00
-5.179600E-03,-139.824123770E+00
-5.171200E-03,-138.693470478E+00
-5.162800E-03,-138.693470478E+00
-5.154400E-03,-138.693470478E+00
-5.146000E-03,-138.693470478E+00
-5.137600E-03,-137.814073473E+00
-5.129200E-03,-137.437189043E+00
-5.120800E-03,-137.814073473E+00
-5.112400E-03,-136.683420181E+00
-5.104000E-03,-136.683420181E+00
-5.095600E-03,-134.673369884E+00
-5.087200E-03,-134.673369884E+00
-5.078800E-03,-134.673369884E+00
-5.070400E-03,-134.673369884E+00
-5.062000E-03,-134.673369884E+00
-5.053600E-03,-134.673369884E+00
-5.045200E-03,-133.793972880E+00
-5.036800E-03,-132.663319588E+00
-5.028400E-03,-133.417088449E+00
-5.020000E-03,-132.663319588E+00
-5.011600E-03,-132.663319588E+00
-5.003200E-03,-132.663319588E+00
-4.994800E-03,-131.783922583E+00
-4.986400E-03,-131.407038152E+00
-4.978000E-03,-130.653269291E+00
-4.969600E-03,-130.653269291E+00
-4.961200E-03,-130.653269291E+00
-4.952800E-03,-130.653269291E+00
-4.944400E-03,-130.653269291E+00
-4.936000E-03,-129.773872286E+00
-4.927600E-03,-129.773872286E+00
-4.919200E-03,-128.643218994E+00
-4.910800E-03,-128.643218994E+00
-4.902400E-03,-129.396987855E+00
-4.894000E-03,-128.643218994E+00
-4.885600E-03,-128.643218994E+00
-4.877200E-03,-128.643218994E+00
-4.868800E-03,-128.643218994E+00
-4.860400E-03,-128.643218994E+00
-4.852000E-03,-127.386937559E+00
-4.843600E-03,-126.633168697E+00
-4.835200E-03,-126.633168697E+00
-4.826800E-03,-126.633168697E+00
-4.818400E-03,-126.633168697E+00
-4.810000E-03,-126.633168697E+00
-4.801600E-03,-126.633168697E+00
-4.793200E-03,-126.633168697E+00
-4.784800E-03,-125.753771693E+00
-4.776400E-03,-124.623118401E+00
-4.768000E-03,-124.623118401E+00
-4.759600E-03,-124.623118401E+00
-4.751200E-03,-124.623118401E+00
-4.742800E-03,-124.623118401E+00
-4.734400E-03,-124.623118401E+00
-4.726000E-03,-124.623118401E+00
-4.717600E-03,-124.623118401E+00
-4.709200E-03,-123.366836965E+00
-4.700800E-03,-122.613068104E+00
-4.692400E-03,-122.613068104E+00
-4.684000E-03,-122.613068104E+00
-4.675600E-03,-122.613068104E+00
-4.667200E-03,-122.613068104E+00
-4.658800E-03,-122.613068104E+00
-4.650400E-03,-122.613068104E+00
-4.642000E-03,-122.613068104E+00
-4.633600E-03,-122.613068104E+00
-4.625200E-03,-120.603017807E+00
-4.616800E-03,-120.603017807E+00
-4.608400E-03,-120.603017807E+00
-4.600000E-03,-120.603017807E+00
-4.591600E-03,-120.603017807E+00
-4.583200E-03,-120.603017807E+00
-4.574800E-03,-120.603017807E+00
-4.566400E-03,-120.603017807E+00
-4.558000E-03,-119.723620802E+00
-4.549600E-03,-119.346736372E+00
-4.541200E-03,-118.592967510E+00
-4.532800E-03,-118.592967510E+00
-4.524400E-03,-118.592967510E+00
-4.516000E-03,-118.592967510E+00
-4.507600E-03,-118.592967510E+00
-4.499200E-03,-118.592967510E+00
-4.490800E-03,-117.713570505E+00
-4.482400E-03,-116.582917213E+00
-4.474000E-03,-116.582917213E+00
-4.465600E-03,-116.582917213E+00
-4.457200E-03,-116.582917213E+00
-4.448800E-03,-115.703520209E+00
-4.440400E-03,-116.582917213E+00
-4.432000E-03,-116.582917213E+00
-4.423600E-03,-114.572866917E+00
-4.415200E-03,-114.572866917E+00
-4.406800E-03,-114.572866917E+00
-4.398400E-03,-114.572866917E+00
-4.390000E-03,-114.572866917E+00
-4.381600E-03,-114.572866917E+00
-4.373200E-03,-114.572866917E+00
-4.364800E-03,-113.693469912E+00
-4.356400E-03,-113.693469912E+00
-4.348000E-03,-112.562816620E+00
-4.339600E-03,-112.562816620E+00
-4.331200E-03,-112.562816620E+00
-4.322800E-03,-112.562816620E+00
-4.314400E-03,-112.562816620E+00
